name,category,classification,item_type,unit_of_measure,is_trackable,description,condition,quantity,serial_number,expiration_date
EMT Coupling 1/2,pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
EMT Coupling 3/4,pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
EMT Elbow 1,pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
EMT Elbow 1 1/2,pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
EMT Elbow 1 1/4,pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
EMT Pipe 1,pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
EMT Pipe 1 1/2,pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
EMT Pipe 1 1/4,pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
EMT Pipe 2,pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
EMT Pipe 3/4,pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Entrance Cap 1,items_tools,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Entrance Cap 1 1/4,items_tools,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Entrance Cap 1/2,items_tools,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Entrance Cap 3/4,items_tools,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Expansion Bolt 3/8,items_tools,consumable,disposables,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Expansion Bolt 5/16,items_tools,consumable,disposables,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Expansion Valve,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Fan Belt Bando B-12,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Fan Belt Bando B-32,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Fan Belt Bando B-41,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Fan Belt Fuji A-57,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Fan Belt Fuji B-68,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Fan Belt MBP A-39,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Fan Belt MBP B-12,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Fan Belt MBP B-41,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Fan Belt MBP B-43,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Fan belt Mitsubishi A-30,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Fan Belt Mitsubishi M-27,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Fan Belt Mitsuboshi A-39,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Fan Belt Mitsuboshi M-32,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Fan Motor D935 (Fasco),system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Fibra,items_tools,consumable,chemicals,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
"File, round & flat",items_tools,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Filter Drier (Big) 1/2,system_reprocess_replacement_compressor,consumable,tools,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Filter Drier (Big) 1/4,system_reprocess_replacement_compressor,consumable,tools,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Filter Drier (Big) 3/8,system_reprocess_replacement_compressor,consumable,tools,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Filter Drier (Small) 1/4,system_reprocess_replacement_compressor,consumable,tools,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Filter Drier (Small) 5/8,system_reprocess_replacement_compressor,consumable,tools,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Fine Thread Screw 1/4x1 3/4,items_tools,consumable,disposables,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Flare Nut 1/2,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Flare Nut 1/4,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Flare Nut 3/4,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Flare Nut 3/8,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Flare Nut 5/8,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Flare Nut 7/8,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Flatwall Enamel (White),items_tools,consumable,chemicals,can,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Flood light SOW Big Lite (1P65),pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Floodlight 100w,pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Floodlight 50w,pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Flux,system_reprocess_replacement_compressor,consumable,tools,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
"Foam Sealant A2, B1",items_tools,consumable,chemicals,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Focus Light (33601 15w),pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Freon R134A,system_reprocess_replacement_compressor,consumable,tools,tank,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Freon R22,system_reprocess_replacement_compressor,consumable,tools,tank,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Freon R32,system_reprocess_replacement_compressor,consumable,tools,tank,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Freon R404,system_reprocess_replacement_compressor,consumable,tools,tank,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Freon R410,system_reprocess_replacement_compressor,consumable,tools,tank,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
FS Utility Box 1/2,pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
FS Utility Box 3/4,pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
FSL 15w RT sq ww,items_tools,consumable,tools,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
FSL 15w RT sq,items_tools,consumable,tools,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
FSL E27 DL Bulb,pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
FSLE27 ww Bulb,pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
FSLGU10 ww 7W,pm_set_electrical,consumable,electronics,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
FSL GU10 DL 7W,pm_set_electrical,consumable,electronics,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
FSL LED Sq Panel Light RT 15w,pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
GI Nipple 1 1/4x3,pm_set_electrical,consumable,electronics,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
GI Nipple 1/2x2,pm_set_electrical,consumable,electronics,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
GI Nipple 1/2x3,pm_set_electrical,consumable,electronics,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
GI Nipple 1/2x4,pm_set_electrical,consumable,electronics,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
GI Nipple 1x5,pm_set_electrical,consumable,electronics,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
GI Nipple 1x6,pm_set_electrical,consumable,electronics,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
GI Nipple 3/4x2,pm_set_electrical,consumable,electronics,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
GI Nipple 3/4x3,pm_set_electrical,consumable,electronics,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
GI Nipple 3/4x4,pm_set_electrical,consumable,electronics,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
GI Nipple 3/4x6,pm_set_electrical,consumable,electronics,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Hacksaw blade,items_tools,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Halo MRD 50w,items_tools,consumable,tools,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Hand Tap 5/32,items_tools,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Heavy duty extension cord,items_tools,consumable,tools,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Hinge B-series (Kyonan),items_tools,consumable,tools,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Hinge B-series (Metalla - sm),items_tools,consumable,tools,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Holiday Epoxy,items_tools,consumable,chemicals,can,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Honeywell Motorized Valve 1,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
IMC Coupling 1/2,pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
IMC Coupling 3/4,pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
IMC Pipe 3/4,pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Infrared Motion Sensor IP20,pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
IP66 50w Flood Light,pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Junction Box (Metal),pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Junction Box (PVC),pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Land Lite E14 BTIP 3.5w,items_tools,consumable,tools,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Latex Burnt Amber,items_tools,consumable,chemicals,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Latex Cream,items_tools,consumable,chemicals,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Latex Flat white,items_tools,consumable,chemicals,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
"LB Condulet (FS Type ""2"")",pm_set_electrical,consumable,electronics,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
LB Condulet 1 1/2,pm_set_electrical,consumable,electronics,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
LED COB PAR 30s 10w,pm_set_electrical,consumable,electronics,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
"LED Driver 60w, 12V",pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
"LED Driver 60w, 24V",pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
LED Lights,pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
LED Module 12V,pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
LED Panel 9w DL RT,pm_set_electrical,consumable,electronics,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
LED Pilot Light 220V(G),pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
LED Pilot Light 220V(R),pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
LED Pilot Light 440V(G),pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
LED Pilot Light 440V(R),pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
LED Pilot Light 440V(W),pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
LED Strip Light (ww) 12V,pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PVC Blue Elbow 1 1/2,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PVC Blue Elbow 1 1/4,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PVC Blue Elbow 1/2,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PVC Blue Elbow 2,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PVC Blue Elbow 3/4,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PVC Blue Elbow 45° 1,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PVC Adaptor 1,items_tools,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PVC Adaptor 1 1/4,items_tools,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PVC Adaptor 1/2,items_tools,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PVC Adaptor 2,items_tools,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PVC Adaptor 3 1/2,items_tools,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PVC Blue Coupling 1,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PVC Blue Coupling 2,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PVC Blue Coupling 3/4,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PVC Blue Coupling Reducer 1x 3/4,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PVC Blue Coupling Reducer 1x1/2,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PVC Blue Coupling Reducer 2x1,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PVC Blue End Cap 3/4,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PVC Blue End Cap 1,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PVC Blue Female 2,system_reprocess_replacement_compressor,consumable,tools,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PVC Blue Male Adapter 1,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PVC Blue Male Adapter 1 1/4,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PVC Blue Male Adapter 2,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PVC Blue Male Adapter 3/4,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PVC Blue PPR Union Patente 3/4,system_reprocess_replacement_compressor,consumable,tools,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PVC Blue PPR Union Patente 4,system_reprocess_replacement_compressor,consumable,tools,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PVC Blue Tee 1,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PVC Blue Tee 3/4,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PVC Conduit Coupling 1 Red Orange,pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PVC Conduit Coupling 1/2 Red Orange,pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PVC Conduit Coupling 3/4 Red Orange,pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PVC Conduit Coupling 2,pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PVC Elbow 2,items_tools,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PVC Moulding 1,items_tools,consumable,tools,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PVC Moulding 1/2,items_tools,consumable,tools,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PVC Moulding 3/4,items_tools,consumable,tools,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PVC Orange 1,system_reprocess_replacement_compressor,consumable,tools,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PVC Orange 1 1/2,system_reprocess_replacement_compressor,consumable,tools,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PVC Orange 1/2,system_reprocess_replacement_compressor,consumable,tools,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PVC Threaded Coupling 1 1/2,items_tools,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PVC Threaded Coupling 1/2,items_tools,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PVC Threaded Coupling 2,items_tools,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PVC Threaded Coupling 3/4,items_tools,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Quick Dry Enamel Silver Gray,items_tools,consumable,chemicals,can,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Quick Dry Enamel White,items_tools,consumable,chemicals,can,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Threaded Coupling 1,items_tools,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Toggle Switch 6 pins 15A,pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Tox and Screw #6,items_tools,consumable,disposables,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Tox and Screw #8,items_tools,consumable,disposables,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Tube cutter,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Ubolt 1,items_tools,consumable,disposables,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Ubolt 1/2,items_tools,consumable,disposables,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Ubolt 3,items_tools,consumable,disposables,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Unistrust Clamp 1/2,items_tools,consumable,disposables,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Unistrust Clamp 2,items_tools,consumable,disposables,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Unistrust Clamp 3,items_tools,consumable,disposables,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Utility Box #16 (Metal),pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Utility Box #18,pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Utility Box (PVC),pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Vapor Lamp,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Vulcaseal,items_tools,consumable,chemicals,can,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Vulcaseal 1/2L,items_tools,consumable,chemicals,can,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Washer,items_tools,consumable,disposables,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
WD-40 191 ml,cmp_pm_acu_pm,consumable,cleaning_supplies,can,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Wet and Dry Filter,items_tools,consumable,tools,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Wide Series CO 1 gang,pm_set_electrical,consumable,electronics,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Wide Series CO 2 gang (Classic),pm_set_electrical,consumable,electronics,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Wide Series CO 2P+G,pm_set_electrical,consumable,electronics,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Wireless Buzzer,pm_set_electrical,consumable,electronics,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
YD 732 18w cyd Panel Lights,pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
LED Strip Light (ww) 24V,pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
